Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
60,2008-01-02,46.93655014038086,47.54820512236521,46.24441412480974,47.19408770130831,13437280
61,2008-01-03,48.868099212646484,49.0612545833923,46.0834560807201,46.64682336500943,31815218
62,2008-01-04,48.610565185546875,50.22018611556072,48.28864099954411,49.576337743555186,28011310
63,2008-01-07,48.208152770996094,49.318788427417495,47.69307327685293,48.30472826585863,15858063
64,2008-01-08,46.56633377075195,48.93247680341189,46.00296658994603,48.256435313169746,13282666
65,2008-01-09,45.8259162902832,46.82388211418148,45.71324195484086,46.61463227200348,13113527
66,2008-01-10,44.73137664794922,47.322868995429545,44.42554692111649,46.035172236346526,18023003
67,2008-01-11,45.40742111206055,45.842019668251844,43.62073912913556,45.34303452359645,11629440
68,2008-01-14,46.09954071044922,46.582426851138635,44.763556594483504,45.48788580551762,10264240
69,2008-01-15,44.69917678833008,47.03312682125555,44.32896489776186,46.83997582887257,11558334
70,2008-01-16,43.78169631958008,44.74746883987775,42.671060541063376,44.377256913705516,14834065
71,2008-01-17,44.956722259521484,45.95468805298553,43.00907842448863,43.94265763784171,16169395
72,2008-01-18,42.864219665527344,44.63480277418827,42.49400334061527,44.586510650850926,13254156
73,2008-01-21,35.572628021240234,42.49399738506381,30.985206608541354,42.49399738506381,33202389
74,2008-01-22,31.999263763427734,33.80203961720713,25.415914097000133,32.06364814752252,58755707
75,2008-01-23,35.572628021240234,36.9408056861821,32.51434853489959,32.51434853489959,28425991
76,2008-01-24,35.65310287475586,38.18020793778027,33.96300134657952,37.48807199475449,29911930
77,2008-01-25,37.488075256347656,37.66513178053493,35.97503010531385,37.34320765192139,12550722
78,2008-01-28,37.8904914855957,38.18022241270831,33.96301422267494,36.9730065777585,13601109
79,2008-01-29,37.26272964477539,38.53433180257836,36.699362373967254,37.98705899295728,7679877
80,2008-01-30,35.20241928100586,37.50417633343792,34.73562746560564,37.343214240731115,9016102
81,2008-01-31,32.90065002441406,35.669198048994275,32.514341556218255,35.572620386148465,41538563
82,2008-02-01,34.04348373413086,34.284926819247026,33.15819242203822,33.46401989321452,9089201
83,2008-02-04,35.79796600341797,36.21646774418762,34.68732836370468,34.68732836370468,12009385
84,2008-02-05,36.90861511230469,37.39150138251176,35.08974436779992,35.86236152685602,14593303
85,2008-02-06,36.58668518066406,37.02128362880588,34.5424682680554,35.894549175447686,12429218
86,2008-02-07,34.86439895629883,37.32712032041163,34.63905245987241,36.08771131528413,11300078
87,2008-02-08,33.96300506591797,35.37947039042423,33.33525125444192,35.08973954142588,13514197
88,2008-02-11,31.564674377441406,34.44589767576748,31.226653535288204,34.44589767576748,15133331
89,2008-02-12,31.001306533813477,32.723601826400476,30.743766744755398,32.51435197583412,10237627
90,2008-02-13,30.550607681274414,31.95097633158121,29.922856066779108,31.548571170598613,10395753
91,2008-02-14,33.22257614135742,33.56059689037388,31.226644931236464,31.226644931236464,12514003
92,2008-02-15,34.17224884033203,34.445885180717006,32.20851108544397,33.09380230256463,12080990
93,2008-02-18,33.97909927368164,34.9448738572715,33.68936842683611,34.9448738572715,6977153
94,2008-02-19,33.60888671875,34.67123677450253,33.35134698050882,34.5907557427514,7226542
95,2008-02-20,32.77188491821289,33.30306106690574,32.40167302506549,33.28696442303241,5604999
96,2008-02-21,32.99722671508789,33.56059385137171,32.5948216177423,33.30305415243306,3874365
97,2008-02-22,32.57872772216797,32.7879775171433,31.564665481503713,31.902686228391797,2691220
98,2008-02-25,32.852359771728516,33.25476487689178,32.063646202246005,32.9650340744492,6270186
99,2008-02-26,32.98113250732422,33.447922018039144,32.82017045651303,33.15819119985402,7139423
100,2008-02-27,34.912681579589844,36.63497443350009,33.46402293712195,33.46402293712195,43223132
101,2008-02-28,35.89455032348633,36.16818671561459,34.76781583409105,35.250702043831886,35763847
102,2008-02-29,35.37947463989258,36.37744045419862,34.800012872296065,35.669207706878865,16477462
103,2008-03-03,33.898616790771484,35.0253533929145,33.51230828376718,33.83423240346871,10049153
104,2008-03-04,33.029422760009766,34.25273487580181,32.19242134207983,34.12396609863958,11485198
105,2008-03-05,33.64108657836914,33.802048673324244,32.22461883285135,33.190391402581966,8581053
106,2008-03-07,31.918794631958008,33.158203766191974,30.58280779399868,33.158203766191974,14251925
107,2008-03-10,31.805540084838867,32.03202869119945,29.977450811906884,31.967317974275435,11713659
108,2008-03-11,34.426334381103516,34.74989008112038,30.80251097976513,31.546687334401902,19665129
109,2008-03-12,33.55274200439453,35.591143813517725,33.22918623133538,35.36465521122693,12262350
110,2008-03-13,28.942062377929688,33.00268888735443,28.14935138275719,32.67913319999811,47000084
111,2008-03-14,30.931934356689453,31.061355767257137,29.152377892994192,29.750954659685547,35798540
112,2008-03-17,29.718599319458008,30.34953251288891,29.087666126027102,30.34953251288891,19211273
113,2008-03-18,29.977449417114258,30.559850230838528,29.18473604035605,29.670069686084116,12632937
114,2008-03-19,30.155412673950195,33.58510326683311,29.961278291941163,31.38492311249581,16449023
115,2008-03-24,30.446609497070312,31.287855489491967,29.783319640844006,31.287855489491967,11636914
116,2008-03-25,31.595230102539062,31.789362255745907,30.673095243484013,31.239317863613547,13232423
117,2008-03-26,31.401090621948242,32.161447465242304,31.061356666556154,31.384912396595716,11448313
118,2008-03-27,31.96731948852539,32.27469924841749,30.931941385937474,30.931941385937474,17425122
119,2008-03-28,32.03203582763672,32.27470491010902,31.190791931697152,32.112924790376304,11599511
120,2008-03-31,31.805540084838867,32.17763054709481,31.384917133453182,32.03202869119945,9914705
121,2008-04-01,31.87024688720703,32.323226238542745,31.465802213292708,32.032024756772756,6034588
122,2008-04-02,32.387939453125,33.32625248574799,32.03202723484508,32.03202723484508,6087024
123,2008-04-03,32.12910079956055,32.614434542429876,31.870255697846225,32.468834858419754,3883474
124,2008-04-04,31.96731948852539,32.33940996840677,31.352564357247516,32.33940996840677,5906537
125,2008-04-07,31.837888717651367,32.16144441702477,31.46579834682045,32.01584479115724,4088729
126,2008-04-08,31.029008865356445,31.85407658745437,30.80252024606077,31.789363672581448,5753811
127,2008-04-09,31.109899520874023,31.38492064715436,30.753987246566165,31.126077750479524,3776374
128,2008-04-10,31.724647521972656,31.95113610250256,30.948114618940757,31.061357812079304,7075297
129,2008-04-11,31.87024688720703,32.19380262633849,31.54669114807557,32.032024756772756,4012660
130,2008-04-15,32.35558319091797,32.517361062987504,31.12607092433895,31.6761152505248,6362785
131,2008-04-16,31.918790817260742,32.90563654652949,31.7893671675391,32.67914790233341,4725794
132,2008-04-17,33.14830017089844,33.90865498716184,32.04820913027328,32.40412138929237,14831167
133,2008-04-21,33.68217086791992,34.264571826784305,33.32626075557477,33.64981660002682,7639361
134,2008-04-22,34.23220443725586,34.62047308206052,33.32625011738578,33.649805858554465,8814769
135,2008-04-23,34.264564514160156,34.66900923341003,33.81158730630151,34.29692096940136,5265604
136,2008-04-24,33.051239013671875,34.685196546281894,32.760039617238,34.62048581310255,8801780
137,2008-04-25,33.32625961303711,33.79541513255763,32.873280129781826,33.64981544639656,4095990
138,2008-04-28,33.45567321777344,34.102784732637325,33.32625179250183,33.35860605169327,4708244
139,2008-04-29,33.924827575683594,34.24838332308678,33.488028633241,33.649806506942596,6497143
140,2008-04-30,34.15131378173828,34.588114888015156,33.97335988846141,34.26455916314419,6331377
141,2008-05-02,34.45870590209961,35.42937342674991,34.393992978386805,34.669016321405785,5658418
142,2008-05-05,34.29692077636719,35.10581021031424,34.07042997945959,34.911675868465736,7642293
143,2008-05-06,34.00572204589844,34.685190103708365,33.81158988241931,34.02190027475166,5061166
144,2008-05-07,33.520389556884766,34.19985763924331,33.00270157465027,33.973369009874894,4303106
145,2008-05-08,33.11593246459961,33.45566637931086,32.92180036637352,33.2615320868323,3642073
146,2008-05-09,32.921810150146484,33.779232109190254,32.420298240746895,32.67914330955828,8621761
147,2008-05-12,32.921810150146484,33.1644769907347,32.193807434128736,32.921810150146484,4890395
148,2008-05-13,33.01886749267578,33.261534277127524,32.74384645351537,33.067402166117695,5056766
149,2008-05-14,33.067413330078125,33.24536947094008,32.355590960883646,32.355590960883646,2982486
150,2008-05-15,33.08358383178711,33.4556720622815,32.355583402708916,32.355583402708916,2646760
151,2008-05-16,33.34243392944336,33.43950111329499,32.93798915860599,33.326257894012514,4422288
152,2008-05-20,33.2777214050293,33.40714504124895,32.93798737705083,33.00270029228726,3464912
153,2008-05-21,33.48802947998047,33.97336311335683,32.51736221322775,32.51736221322775,3419088
154,2008-05-22,33.03505325317383,33.19683114638006,32.67914320467197,32.67914320467197,3558000
155,2008-05-23,32.48500061035156,33.293889871084694,32.355579206335285,32.84091276277516,4417028
156,2008-05-26,32.242347717285156,32.43648210116602,30.737811727842217,30.737811727842217,2605807
157,2008-05-27,31.27166748046875,32.64677925718812,31.126067848843103,32.29086709610089,3316550
158,2008-05-28,32.42030334472656,32.6144355312078,30.834878420069092,31.384922906479453,4505700
159,2008-05-29,32.95417022705078,33.32626076482603,31.999680924502986,32.760038036877766,11026212
160,2008-05-30,31.902612686157227,33.16448175504409,31.773191230285796,33.03505810491924,4023430
161,2008-06-02,30.54367446899414,32.35558777032065,30.09069504653595,31.708473996201356,4431595
162,2008-06-03,29.411237716674805,30.41425963921847,29.136214337930866,30.09070375563914,6240766
163,2008-06-04,28.505273818969727,29.589184446810574,28.327317687756086,29.281806871579683,5762089
164,2008-06-05,28.45673179626465,28.667044331395353,27.502242858486944,28.47291002115973,9721099
165,2008-06-06,28.14936065673828,29.330340621221474,27.744915914296058,28.31113855371517,6317089
166,2008-06-09,27.76110076904297,28.440568976227024,26.53158801969994,27.825811504428668,6500809
167,2008-06-10,27.566959381103516,27.793450188924282,26.936026031074682,27.50224866212035,6717902
168,2008-06-11,27.696380615234375,28.149357803148668,27.502246280840858,27.825802041994763,2586175
169,2008-06-12,27.89051628112793,28.052294182155883,26.53158235134378,27.34047185648354,3244212
170,2008-06-13,27.712560653686523,28.117005381567076,27.42135913306068,27.84198208890707,4248430
171,2008-06-16,28.68323516845703,29.120034267171008,27.85816727854802,27.95523447634678,4354615
172,2008-06-17,29.540651321411133,29.76713994071888,28.18171741131145,29.08767408279563,4736084
173,2008-06-18,29.50829315185547,30.155406903300342,29.443582434986897,29.443582434986897,5055019
174,2008-06-19,28.877361297607422,29.44358393907503,28.408205833527752,28.925895983427974,4221271
175,2008-06-20,28.214075088500977,29.233277290092754,27.84198675420373,29.120031869609182,3837789
176,2008-06-23,27.227222442626953,28.084646508490145,26.95220136789011,27.98757934330242,4516050
177,2008-06-24,26.385982513427734,27.63167322121482,26.110959205707513,27.227226276933763,5238203
178,2008-06-25,25.657983779907227,26.191850010039293,25.075582859783747,25.884472417107094,3933879
179,2008-06-26,27.113981246948242,28.278782926692646,25.803579905799054,25.803579905799054,18253250
180,2008-06-27,25.916826248168945,26.790428710828714,25.771226569143426,26.20802780047331,6821283
181,2008-06-30,25.399131774902344,26.143310404095967,24.671131371305854,25.90064360289714,4596315
182,2008-07-01,23.603404998779297,25.399140374498064,22.69744819538254,25.399140374498064,6202295
183,2008-07-02,24.638778686523438,24.897623752887807,22.859221872366383,23.61957884338927,5245963
184,2008-07-03,23.991666793823242,24.63877835387086,23.296022744473284,24.42846797455661,4726793
185,2008-07-04,24.315223693847656,24.784379157641663,23.45780171499148,23.619579612455148,4862814
186,2008-07-07,24.84910011291504,25.852124368028438,24.638789637288394,24.638789637288394,5528014
187,2008-07-08,25.57709503173828,26.208028452719972,22.972468002916,22.972468002916,8354280
188,2008-07-09,27.356651306152344,27.469894525373146,25.916826167352756,25.916826167352756,6860769
189,2008-07-10,28.55381202697754,28.893546128337366,26.596298580336324,27.356655750320048,7216175
190,2008-07-11,27.194873809814453,29.184741233688996,26.98456120935605,28.828831146707106,6040791
191,2008-07-14,27.21104621887207,28.18171574794075,26.531580401052963,26.531580401052963,5942149
192,2008-07-15,26.07859992980957,26.822778628291495,25.884467787327086,26.53157931744129,3693378
193,2008-07-16,25.366777420043945,26.531579039759798,24.929976264087266,26.07859965686899,6973872
194,2008-07-17,26.661001205444336,26.855135545526995,25.884468233619717,25.884468233619717,5038238
195,2008-07-18,28.14936065673828,28.375849273655295,26.353625561444176,27.146336817780302,5983177
196,2008-07-21,29.734779357910156,29.912735447492256,28.165533196485327,28.63468856410889,8754188
197,2008-07-22,30.948116302490234,31.22313738157573,29.47593715758144,29.734782204090614,12631056
198,2008-07-23,33.132118225097656,33.77922975489818,31.74082799717593,32.323228812847,12798869
199,2008-07-24,31.96731948852539,33.7468763566229,29.97745223189944,29.97745223189944,10764301
200,2008-07-25,32.03203582763672,33.06741630610625,30.818701386542926,31.627591013938787,10710381
201,2008-07-28,31.773189544677734,32.662968040786865,31.417277268532757,32.03203244268865,5533881
202,2008-07-29,30.495141983032227,31.546698376145063,30.25247512308311,31.06136465624683,5145929
203,2008-07-30,31.773189544677734,32.03203244268865,30.770165634998843,30.770165634998843,7354746
204,2008-07-31,30.65691566467285,32.32322918989859,30.25247095382966,32.32322918989859,6006517
205,2008-08-01,31.54669761657715,31.67612125531911,29.120029075514267,30.17158544330818,4699412
206,2008-08-04,31.74083137512207,32.323232252773835,30.91576364796984,30.91576364796984,4301346
207,2008-08-05,33.16448211669922,33.40714899479448,31.54670073514404,31.870256572604386,9161115
208,2008-08-06,32.32322311401367,34.34544628810679,32.09673455736576,34.34544628810679,8616591
209,2008-08-07,32.242347717285156,32.97034836545814,31.239323724323196,31.239323724323196,4809365
210,2008-08-08,31.692296981811523,32.48500820377706,31.579051581136564,31.8702509053678,4883824
211,2008-08-11,31.983497619628906,32.45265308093805,31.740830774718678,32.09674302495494,2714705
212,2008-08-12,31.433456420898438,32.355591403453325,31.19078955120014,32.19381129606775,5801276
213,2008-08-13,31.562881469726562,31.87025910084723,30.818702545681944,31.06136944302778,2754609
214,2008-08-14,30.80252456665039,31.708479170908983,30.737811642700358,31.384923328172775,2566362
215,2008-08-18,30.446609497070312,31.384920478095527,30.155410142753052,30.737808851387573,2963058
216,2008-08-19,29.8803768157959,30.576020703811984,29.26561965977343,30.398066821472444,2941144
217,2008-08-20,30.22011375427246,30.462780557176337,30.00980120853744,30.09069014283873,3319410
218,2008-08-21,29.89655876159668,30.398070605604648,29.54064656410642,30.090690892202684,4138486
219,2008-08-22,29.589187622070312,30.931945670545478,28.828832716931,30.931945670545478,4139879
220,2008-08-25,29.912742614746094,30.317187372406774,29.7024300242106,30.317187372406774,2034227
221,2008-08-26,29.961267471313477,30.058334627261814,29.411223179943143,29.605355297587135,1489491
222,2008-08-27,29.362693786621094,30.333361132203308,29.200915895690727,30.123050751695057,4297168
223,2008-08-28,28.92589569091797,29.767139433182383,28.553805213735796,29.44358364132996,7382078
224,2008-08-29,30.123050689697266,30.236296090816676,29.314161236710238,29.443582671486933,2219080
225,2008-09-01,30.10674476623535,30.23714664203342,29.50363111619877,30.057842404654235,3417069
226,2008-09-02,31.68787956237793,31.818281440007233,30.05784282675675,30.31864879289117,5030404
227,2008-09-04,31.019567489624023,31.590079619716754,30.758761502263575,31.329273632356305,2813325
228,2008-09-05,30.3349552154541,30.677262971414223,29.99264745949398,30.64466139051279,3330688
229,2008-09-08,31.9323787689209,33.22010536045687,31.622670498441963,31.948677342419444,8377948
230,2008-09-09,32.046478271484375,32.30728417609429,31.31296290838633,31.9323772081943,3737279
231,2008-09-10,31.769384384155273,32.30729494538375,31.459676025575682,31.883485485479717,3847698
232,2008-09-11,30.92177391052246,31.62268813156047,30.677268641200833,31.62268813156047,2567354
233,2008-09-12,31.231483459472656,32.07910270081853,30.72617207370403,31.13368089918246,6093354
234,2008-09-15,29.259138107299805,30.563166251017677,28.378919552465586,30.09045649109529,6770268
235,2008-09-16,29.829647064208984,30.090453105786068,27.71060156906945,28.118110318134747,4654621
236,2008-09-17,29.06353187561035,30.253456535792147,28.688622500807156,30.253456535792147,4674190
237,2008-09-18,28.998319625854492,29.568831694566732,26.911876373200016,28.688613516442995,6603710
238,2008-09-19,30.75876235961914,30.921765829903407,29.340631283795627,29.682939013567793,9821730
239,2008-09-22,30.0904483795166,32.92671059622403,29.845943168481554,31.622680593161,4162514
240,2008-09-23,29.731836318969727,30.40015092521793,29.177625015328235,29.731836318969727,6569683
241,2008-09-24,30.416452407836914,30.742459324589692,29.438431657578587,29.829639515506738,5730103
242,2008-09-25,29.471038818359375,30.628364034319777,28.77012248799188,30.497959916381575,10926783
243,2008-09-26,28.998319625854492,29.634034842548743,28.493010705124256,29.634034842548743,4967945
244,2008-09-29,27.92249870300293,29.82963772500664,27.38458599612309,29.82963772500664,7859964
245,2008-09-30,27.971406936645508,29.01462886693982,26.406572935765833,26.406572935765833,6616439
246,2008-10-01,28.900531768798828,29.17763642352713,27.75950492922782,28.330019454451683,3743739
247,2008-10-03,29.308042526245117,29.666648964166132,28.525624259107072,29.0472364371991,4681406
248,2008-10-06,28.704919815063477,29.3406329429451,28.118106846681908,28.98202661456694,5560277
249,2008-10-07,29.65032958984375,30.28604472444644,28.688609811807655,28.688609811807655,9928258
250,2008-10-08,29.422134399414062,29.666639616312562,27.417190294320708,28.656019379657813,9985473
251,2008-10-10,29.242830276489258,29.911144981500318,27.074884893591797,29.308033436686376,9025179
252,2008-10-13,29.829647064208984,30.05785152151026,29.193933857842417,29.38953894174434,6805621
253,2008-10-14,29.112436294555664,30.938076637255758,28.884231804437345,29.992654876941618,5099383
254,2008-10-15,28.867919921875,29.487332187264176,28.558213789180414,28.94942165210389,5495022
255,2008-10-16,27.759496688842773,28.46041293635743,27.22158612220163,28.46041293635743,6651066
256,2008-10-17,25.673051834106445,28.525612412048513,25.298142545908494,28.330009584658054,5586092
257,2008-10-20,25.966459274291992,26.993382491676975,25.151441900594122,25.770856431130174,7922965
258,2008-10-21,26.178367614746094,27.54759649097376,25.428551117254933,26.22726777748138,8047276
259,2008-10-22,24.743925094604492,26.113153390961422,24.499419962723774,25.917550611982087,5408099
260,2008-10-23,23.537710189819336,24.352727641320914,23.17910162680811,24.12452319707574,6641370
261,2008-10-24,20.489547729492188,23.146504215875183,20.21244086169074,22.820497176521357,9905588
262,2008-10-27,18.90840721130371,20.21243498989347,16.95236554341907,20.11463246432402,12878172
263,2008-10-29,21.402359008789062,22.755286776854955,19.56041867355234,21.516460098732413,13094201
264,2008-10-31,22.77158546447754,23.47250157039458,21.646862190884622,22.527080308875792,8097887
265,2008-11-03,23.47250747680664,24.09191980917754,22.65748787550762,24.05931822921016,4951148
266,2008-11-04,24.499425888061523,24.695030925224543,23.032394741966666,23.14649583791515,4515828
267,2008-11-05,23.60291290283203,25.68935906069964,23.14650176945013,25.68935906069964,6145587
268,2008-11-06,22.82048797607422,24.369022999564802,22.347778401766988,23.14649488399311,4896229
269,2008-11-07,24.597232818603516,25.330748523220308,22.494486030000978,22.65748951991582,8250147
270,2008-11-10,25.15144920349121,25.721961530731914,24.597237670632737,25.36335289782991,3775177
271,2008-11-11,24.8580379486084,25.9012598042841,24.287525754471158,25.265546658706423,8900004
272,2008-11-12,23.8148136138916,25.395948275618203,23.521408230275387,25.395948275618203,5705390
273,2008-11-14,23.733314514160156,24.776538685069326,23.439909097889743,23.60291259823474,4038880
274,2008-11-17,24.711326599121094,25.526346017621915,22.494479352205545,25.526346017621915,5361538
275,2008-11-18,23.37470817565918,24.646134595943174,22.918297047469597,24.646134595943174,6392448
276,2008-11-19,22.804189682006836,24.206019845607084,22.510782134717928,23.472504293698616,5606729
277,2008-11-20,22.559690475463867,22.983497804602482,21.59796806166474,22.820494305433336,5080395
278,2008-11-21,23.99411964416504,24.743936159404743,21.842472637107864,22.412984866613407,8350092
279,2008-11-24,24.597232818603516,24.98844075222387,23.374706644242192,24.711333935018107,5420119
280,2008-11-25,23.99411964416504,25.151444894765845,23.79851677771754,24.858039489656406,5453771
281,2008-11-26,24.532032012939453,24.906939157656783,23.554011067545016,24.25492519406049,5246053
282,2008-11-27,24.532032012939453,24.53203201293945,24.53203201293945,24.53203201293945,0
283,2008-11-28,24.14082145690918,24.613533341205404,23.17910131908046,23.798515900524063,8464961
284,2008-12-01,23.945222854614258,25.558957231875127,23.847420302170057,24.61353771696015,5733003
285,2008-12-02,23.733314514160156,23.99412055688745,22.983497970397863,23.76591609857974,5879324
286,2008-12-03,24.45052719116211,24.760233342728327,23.228001163235415,23.96151677999143,6430656
287,2008-12-04,25.6241455078125,25.754549583455983,21.679461462639054,21.679461462639054,4648185
288,2008-12-05,25.31444549560547,26.53697156196063,24.466826538582104,24.466826538582104,5338962
289,2008-12-08,25.379655838012695,26.210974313025147,24.287533474341153,25.999070600770402,11709287
290,2008-12-10,24.972139358520508,26.569574847668278,24.613533015886233,26.569574847668278,11172070
291,2008-12-11,24.695032119750977,25.412246939247986,24.303822026501667,25.412246939247986,9867592
292,2008-12-12,23.928926467895508,24.206033382378134,23.407314232708373,24.091930015031853,9847702
293,2008-12-15,24.32012939453125,24.858042312825397,24.124526505868808,24.743938969614828,5741641
294,2008-12-16,25.249238967895508,25.55894506075681,23.146492829737124,24.450522556555633,9183505
295,2008-12-17,25.216644287109375,25.917560595007632,24.548329560369638,25.917560595007632,8720755
296,2008-12-18,25.966459274291992,26.243566065699714,24.64613068672622,24.64613068672622,12640018
297,2008-12-19,27.22157859802246,27.547585447907448,25.933851983151868,26.73256832319499,10050607
298,2008-12-22,27.237882614135742,27.466086993953823,26.29246131078127,26.29246131078127,6524631
299,2008-12-23,26.683671951293945,27.498689258721914,26.488069124036798,27.05858123923638,5151765
300,2008-12-24,26.22726058959961,27.042277817665106,22.005469579519776,22.005469579519776,13318746
301,2008-12-26,26.276168823242188,27.66169853723524,25.5915554675597,27.66169853723524,5480531
302,2008-12-29,26.83037757873535,27.042281200187578,25.754554260946836,26.569571590956926,3418418
303,2008-12-30,26.781476974487305,27.22158724600006,25.78715532427874,26.765176184639397,4868199
304,2008-12-31,27.107484817504883,27.5149935226947,26.504373260349684,27.5149935226947,4396180
305,2009-01-02,27.49869155883789,27.95510261569942,26.977081764979737,27.95510261569942,3976548
306,2009-01-05,26.879283905029297,27.9551074698013,26.536976105664138,27.9551074698013,4505326
307,2009-01-06,26.683671951293945,27.90620012331184,26.24356393180841,27.90620012331184,3969700
